time,x1,x2,x3,x4
1.165829145728643290e+01,5.858940395679740343e-01,1.795546769027065670e+00,1.273110095147639009e-01,3.579031402500967114e-04
1.175879396984924696e+01,5.467167670802121071e-01,1.841969197978942541e+00,1.281583265009463846e-01,3.338311232646197935e-04
1.185929648241206102e+01,5.081841462407928889e-01,1.880723055227584206e+00,1.285080258181605095e-01,3.100069230558072310e-04
1.195979899497487509e+01,4.708815311318912955e-01,1.911516815930070834e+00,1.283682373541123745e-01,2.867047564823025653e-04
1.206030150753768915e+01,4.352681433442602832e-01,1.934298019054187190e+00,1.277594276027300968e-01,2.641639240445476777e-04
1.216080402010050321e+01,4.016770107367956810e-01,1.949226667964919724e+00,1.267120179045577999e-01,2.425808233129431288e-04
1.226130653266331727e+01,3.703238169576256733e-01,1.956639046907374668e+00,1.252637671668836716e-01,2.221054779436697777e-04
1.236180904522613133e+01,3.413216801060838246e-01,1.957007133100204799e+00,1.234571914472211984e-01,2.028419467944785027e-04
1.246231155778894539e+01,3.146989907476388515e-01,1.950898030644712344e+00,1.213372225913622593e-01,1.848516728630182691e-04
1.256281407035175945e+01,2.904179347700898695e-01,1.938936683792329418e+00,1.189492298470796461e-01,1.681587511429341868e-04
1.266331658291457352e+01,2.683919891084007303e-01,1.921773873483672013e+00,1.163374574966115071e-01,1.527561798975072497e-04
1.276381909547738758e+01,2.485013390322809157e-01,1.900060392463601699e+00,1.135438766446201508e-01,1.386123405539210079e-04
1.286432160804020164e+01,2.306057220108977956e-01,1.874427447541652469e+00,1.106074128290396169e-01,1.256771651682904586e-04
1.296482412060301570e+01,2.145546133402518596e-01,1.845472777609939996e+00,1.075634914117665347e-01,1.138876534259227065e-04
1.306532663316582976e+01,2.001949335982075306e-01,1.813751669722518001e+00,1.044438360126345028e-01,1.031725692350524397e-04
1.316582914572864382e+01,1.873766016938485934e-01,1.779771943362128850e+00,1.012764573642092741e-01,9.345627165797840098e-05
1.326633165829145788e+01,1.759563120037158923e-01,1.743991991585625900e+00,9.808577716161008542e-02,8.466171794105109994e-05
1.336683417085427195e+01,1.657999107026479346e-01,1.706821062371818742e+00,9.489284092396027548e-02,7.671272476378805411e-05
1.346733668341708601e+01,1.567837099385080701e-01,1.668621093057956362e+00,9.171558366597225287e-02,6.953559622714482191e-05
1.356783919597990007e+01,1.487950270176194301e-01,1.629709547658086732e+00,8.856912117999216072e-02,6.306023179293168701e-05
1.366834170854271413e+01,1.417321809802845334e-01,1.590362834749798004e+00,8.546604741138480454e-02,5.722082116681347959e-05
1.376884422110552819e+01,1.355041276263412586e-01,1.550819994357408582e+00,8.241672461695800922e-02,5.195622105934186093e-05
1.386934673366834225e+01,1.300298694958129941e-01,1.511286433142074115e+00,7.942955779505353475e-02,4.721009434793828596e-05
1.396984924623115631e+01,1.252377405899173513e-01,1.471937558749343511e+00,7.651124844646435552e-02,4.293087759903863043e-05
1.407035175879397038e+01,1.210646365156893556e-01,1.432922218538085435e+00,7.366702528608035094e-02,3.907162944725411094e-05
1.417085427135678444e+01,1.174552383894929275e-01,1.394365887941741544e+00,7.090085129178445855e-02,3.558980057090891665e-05
1.427135678391959850e+01,1.143612621341232038e-01,1.356373582260559818e+00,6.821560764119682929e-02,3.244695613919674858e-05
1.437185929648241256e+01,1.117407526338286133e-01,1.319032485353590856e+00,6.561325580784460598e-02,2.960847358001687864e-05
1.447236180904522662e+01,1.095574335617441608e-01,1.282414301698006964e+00,6.309497949300546527e-02,2.704323214650720931e-05
1.457286432160804068e+01,1.077801177104870806e-01,1.246577346396953834e+00,6.066130825517906250e-02,2.472330580891624570e-05
1.467336683417085474e+01,1.063821786472450848e-01,1.211568392342989409e+00,5.831222473850403154e-02,2.262366722329422041e-05
1.477386934673366881e+01,1.053410819373579582e-01,1.177424295945698862e+00,5.604725734728221997e-02,2.072190770249411832e-05
1.487437185929648287e+01,1.046379726207278676e-01,1.144173423400246081e+00,5.386556010359567354e-02,1.899797603892823943e-05
1.497487437185929693e+01,1.042573147731390842e-01,1.111836898984346345e+00,5.176598128478009098e-02,1.743393753456519719e-05
