time,R_energy_pc
1.696787148594377470e+01,-4.648857967746047137e+01
1.706827309236947698e+01,-4.605263725414926768e+01
1.716867469879517927e+01,-4.565874852997328759e+01
1.726907630522088510e+01,-4.531501079717327940e+01
1.736947791164658739e+01,-4.502553549479448236e+01
1.746987951807228967e+01,-4.479116828448986354e+01
1.757028112449799195e+01,-4.461016351566840399e+01
1.767068273092369424e+01,-4.447878678621754744e+01
1.777108433734939652e+01,-4.439225911538029834e+01
1.787148594377509880e+01,-4.435099374071891276e+01
1.797188755020080464e+01,-4.436438945148726987e+01
1.807228915662650692e+01,-4.444886885727183312e+01
1.817269076305220921e+01,-4.462687197009520901e+01
1.827309236947791149e+01,-4.492030492983739975e+01
1.837349397590361377e+01,-4.534631384953157607e+01
1.847389558232931606e+01,-4.591794177003926336e+01
1.857429718875501834e+01,-4.664235282821572781e+01
1.867469879518072418e+01,-4.751842663582151260e+01
1.877510040160642646e+01,-4.853370598221698629e+01
1.887550200803212874e+01,-4.966156275442304491e+01
1.897590361445783103e+01,-5.085769156570619032e+01
1.907630522088353331e+01,-5.205714506314731693e+01
1.917670682730923559e+01,-5.317272167861260357e+01
1.927710843373493788e+01,-5.409498143526013081e+01
1.937751004016064371e+01,-5.469991298167078497e+01
1.947791164658634600e+01,-5.486694347082889323e+01
1.957831325301204828e+01,-5.450647499030698384e+01
1.967871485943775056e+01,-5.360002714286250125e+01
1.977911646586345285e+01,-5.224307074137020379e+01
1.987951807228915513e+01,-5.066264851705157923e+01
1.997991967871486096e+01,-4.917363209219802656e+01
2.008032128514056325e+01,-4.806791569396227004e+01
2.018072289156626553e+01,-4.669952793269541047e+01
2.028112449799196781e+01,-4.571390068164936338e+01
2.038152610441767010e+01,-4.494411423278947382e+01
2.048192771084337238e+01,-4.421413102217835700e+01
2.058232931726907466e+01,-4.340447897181034875e+01
2.068273092369478050e+01,-4.246658450363754156e+01
2.078313253012048278e+01,-4.140418982119672364e+01
2.088353413654618507e+01,-4.024957365654971397e+01
2.098393574297188735e+01,-3.904456720810986781e+01
2.108433734939758963e+01,-3.783560214526035992e+01
2.118473895582329192e+01,-3.666830882350728871e+01
2.128514056224899420e+01,-3.557869094373592134e+01
2.138554216867470004e+01,-3.459203043090317209e+01
2.148594377510040232e+01,-3.372353803625967572e+01
2.158634538152610460e+01,-3.297978632262203291e+01
2.168674698795180689e+01,-3.236033316018450989e+01
2.178714859437750917e+01,-3.185928907651557296e+01
2.188755020080321145e+01,-3.146681505183608252e+01
2.198795180722891729e+01,-3.117045145326635591e+01
2.208835341365461957e+01,-3.095624591080693122e+01
2.218875502008032186e+01,-3.080969159074100006e+01
2.228915662650602414e+01,-3.071647598513304800e+01
2.238955823293172642e+01,-3.066305468800692680e+01
2.248995983935742871e+01,-3.063709300245044531e+01
2.259036144578313099e+01,-3.062778112028964017e+01
2.269076305220883683e+01,-3.062561337595243671e+01
2.279116465863453911e+01,-3.061672404742521181e+01
2.289156626506024139e+01,-3.057951244265039392e+01
2.299196787148594368e+01,-3.048688786360720471e+01
2.309236947791164596e+01,-3.030681512911929332e+01
2.319277108433734824e+01,-3.000305983436873802e+01
2.329317269076305053e+01,-2.953631400828554732e+01
2.339357429718875636e+01,-2.886591544078397931e+01
2.349397590361445864e+01,-2.795222695812570990e+01
2.359437751004016093e+01,-2.675975120340052271e+01
2.369477911646586321e+01,-2.526133655362750474e+01
2.379518072289156549e+01,-2.344290462565470889e+01
2.389558232931726778e+01,-2.130931158857540098e+01
2.399598393574297006e+01,-1.889048936012086699e+01
2.409638554216867590e+01,-1.624743905391175502e+01
2.419678714859437818e+01,-1.347723226290446874e+01
2.429718875502008046e+01,-1.071044056621038365e+01
2.439759036144578275e+01,-8.099800949053419075e+00
2.449799196787148503e+01,-5.799169078416046119e+00
2.459839357429718731e+01,-3.926960898566692393e+00
2.469879518072289315e+01,-2.521108322731088869e+00
2.479919678714859543e+01,-1.508838962472000222e+00
2.489959839357429772e+01,-7.278589305105730434e-01
2.500000000000000000e+01,-0.000000000000000000e+00
